Time [s],Channel 0,Channel 1,Channel 2
-0.361831083,0,0,1
-0.297504750,0,0,0
-0.297503417,0,0,1
-0.209795083,0,0,0
-0.209793667,0,0,1
-0.122083750,0,0,0
-0.122082417,0,0,1
-0.034376833,0,0,0
-0.034375500,0,0,1
-0.000671333,0,1,1
0.000000000,1,1,1
1.619963000,1,1,0
1.619965583,0,1,0
1.619967833,0,0,0
1.620500250,0,0,1
1.708226083,0,0,0
1.708227750,0,0,1
1.738992750,0,1,1
1.739624750,1,1,1
3.031202167,1,1,0
3.031204750,0,1,0
3.031207000,0,0,0
3.031739250,0,0,1
3.084357167,0,0,0
3.084358833,0,0,1
3.136974500,0,0,0
3.136975833,0,0,1
3.189594083,0,0,0
3.189595500,0,0,1
3.242211917,0,0,0
3.242213250,0,0,1
3.294829167,0,0,0
3.294830500,0,0,1
3.347443333,0,0,0
3.347444667,0,0,1
3.400061000,0,0,0
3.400062333,0,0,1
3.452675750,0,0,0
3.452677167,0,0,1
3.505285750,0,0,0
3.505287167,0,0,1
3.557904917,0,0,0
3.557906333,0,0,1
3.610524333,0,0,0
3.610525667,0,0,1
3.663148583,0,0,0
3.663149917,0,0,1
3.715771500,0,0,0
3.715772833,0,0,1
3.768386583,0,0,0
3.768387917,0,0,1
3.821000667,0,0,0
3.821002083,0,0,1
3.873625833,0,0,0
3.873627167,0,0,1
3.926249667,0,0,0
3.926251000,0,0,1
3.978873917,0,0,0
3.978875333,0,0,1
4.031495000,0,0,0
4.031496333,0,0,1
4.084122500,0,0,0
4.084123917,0,0,1
4.136752833,0,0,0
4.136754167,0,0,1
4.189380583,0,0,0
4.189381917,0,0,1
4.242014500,0,0,0
4.242015833,0,0,1
4.294640167,0,0,0
4.294641500,0,0,1
4.347268000,0,0,0
4.347269333,0,0,1
4.399889833,0,0,0
4.399891167,0,0,1
4.452517833,0,0,0
4.452519167,0,0,1
4.505145917,0,0,0
4.505147250,0,0,1
4.557775083,0,0,0
4.557776417,0,0,1
4.610399500,0,0,0
4.610400833,0,0,1
4.663025500,0,0,0
4.663026917,0,0,1
4.715647000,0,0,0
4.715648333,0,0,1
4.768273500,0,0,0
4.768274833,0,0,1
4.820895333,0,0,0
4.820896667,0,0,1
4.873514250,0,0,0
4.873515667,0,0,1
4.926132083,0,0,0
4.926133417,0,0,1
4.978746667,0,0,0
4.978748083,0,0,1
5.031366417,0,0,0
5.031367750,0,0,1
5.083980417,0,0,0
5.083981750,0,0,1
5.136602083,0,0,0
5.136603500,0,0,1
5.189225167,0,0,0
5.189226500,0,0,1
5.241851917,0,0,0
5.241853250,0,0,1
5.294480417,0,0,0
5.294481750,0,0,1
5.347103000,0,0,0
5.347104333,0,0,1
5.399735000,0,0,0
5.399736333,0,0,1
5.452363333,0,0,0
5.452364667,0,0,1
5.504989750,0,0,0
5.504991083,0,0,1
5.557615250,0,0,0
5.557616667,0,0,1
5.610235000,0,0,0
5.610236333,0,0,1
5.662858167,0,0,0
5.662859500,0,0,1
5.715481583,0,0,0
5.715482917,0,0,1
5.768100750,0,0,0
5.768102083,0,0,1
5.820718750,0,0,0
5.820720083,0,0,1
5.873341000,0,0,0
5.873342333,0,0,1
5.925965500,0,0,0
5.925966833,0,0,1
5.978588500,0,0,0
5.978589833,0,0,1
6.031218583,0,0,0
6.031219917,0,0,1
6.083838833,0,0,0
6.083840167,0,0,1
6.136460167,0,0,0
6.136461500,0,0,1
6.189080917,0,0,0
6.189082250,0,0,1
6.241695917,0,0,0
6.241697250,0,0,1
6.294318250,0,0,0
6.294319583,0,0,1
6.346944917,0,0,0
6.346946250,0,0,1
6.399561417,0,0,0
6.399562750,0,0,1
6.452182500,0,0,0
6.452183833,0,0,1
6.504807417,0,0,0
6.504808750,0,0,1
6.557427667,0,0,0
6.557429000,0,0,1
6.610051000,0,0,0
6.610052333,0,0,1
6.662669417,0,0,0
6.662670750,0,0,1
6.715297667,0,0,0
6.715299000,0,0,1
6.767928083,0,0,0
6.767929417,0,0,1
6.820553000,0,0,0
6.820554333,0,0,1
6.873188833,0,0,0
6.873190167,0,0,1
6.925821083,0,0,0
6.925822417,0,0,1
6.978449250,0,0,0
6.978450583,0,0,1
7.031079083,0,0,0
7.031080417,0,0,1
7.083706583,0,0,0
7.083707917,0,0,1
7.136341500,0,0,0
7.136342833,0,0,1
7.188978917,0,0,0
7.188980250,0,0,1
7.241609667,0,0,0
7.241611000,0,0,1
7.294241083,0,0,0
7.294242500,0,0,1
7.346874500,0,0,0
7.346875833,0,0,1
7.399505000,0,0,0
7.399506333,0,0,1
7.452139917,0,0,0
7.452141250,0,0,1
7.504764667,0,0,0
7.504766000,0,0,1
7.557379917,0,0,0
7.557381250,0,0,1
7.610004417,0,0,0
7.610005750,0,0,1
7.662629500,0,0,0
7.662630917,0,0,1
7.715255333,0,0,0
7.715256750,0,0,1
7.767881750,0,0,0
7.767883083,0,0,1
7.820501167,0,0,0
7.820502583,0,0,1
7.873124750,0,0,0
7.873126083,0,0,1
7.925751333,0,0,0
7.925752667,0,0,1
7.978378167,0,0,0
7.978379500,0,0,1
8.031000000,0,0,0
8.031001417,0,0,1
8.083620500,0,0,0
8.083621833,0,0,1
8.136235083,0,0,0
8.136236417,0,0,1
8.188856750,0,0,0
8.188858083,0,0,1
8.241481750,0,0,0
8.241483083,0,0,1
8.294108417,0,0,0
8.294109750,0,0,1
8.346731167,0,0,0
8.346732583,0,0,1
8.399354667,0,0,0
8.399356000,0,0,1
8.451978083,0,0,0
8.451979500,0,0,1
8.504605917,0,0,0
8.504607250,0,0,1
8.557227833,0,0,0
8.557229250,0,0,1
8.609857250,0,0,0
8.609858667,0,0,1
8.662485000,0,0,0
8.662486333,0,0,1
8.715110417,0,0,0
8.715111750,0,0,1
8.767741750,0,0,0
8.767743083,0,0,1
8.820375667,0,0,0
8.820377000,0,0,1
8.873010083,0,0,0
8.873011417,0,0,1
8.925635667,0,0,0
8.925637083,0,0,1
8.978260667,0,0,0
8.978262000,0,0,1
9.030889583,0,0,0
9.030890917,0,0,1
9.083514750,0,0,0
9.083516083,0,0,1
9.136135750,0,0,0
9.136137083,0,0,1
9.188759167,0,0,0
9.188760583,0,0,1
9.241382667,0,0,0
9.241384000,0,0,1
9.294005083,0,0,0
9.294006417,0,0,1
9.346632583,0,0,0
9.346633917,0,0,1
9.399258000,0,0,0
9.399259333,0,0,1
9.451880083,0,0,0
9.451881417,0,0,1
9.504504333,0,0,0
9.504505750,0,0,1
9.557122500,0,0,0
9.557123833,0,0,1
9.609744750,0,0,0
9.609746167,0,0,1
9.662364417,0,0,0
9.662365750,0,0,1
9.714993917,0,0,0
9.714995250,0,0,1
9.767625333,0,0,0
9.767626750,0,0,1
9.820259750,0,0,0
9.820261083,0,0,1
9.872885583,0,0,0
9.872887000,0,0,1
9.925514083,0,0,0
9.925515417,0,0,1
9.978142083,0,0,0
9.978143417,0,0,1
10.030770833,0,0,0
10.030772167,0,0,1
10.083394833,0,0,0
10.083396167,0,0,1
10.136015250,0,0,0
10.136016667,0,0,1
10.188641833,0,0,0
10.188643167,0,0,1
10.241271833,0,0,0
10.241273167,0,0,1
10.293894500,0,0,0
10.293895833,0,0,1
10.346517333,0,0,0
10.346518667,0,0,1
10.399134500,0,0,0
10.399135917,0,0,1
10.451756000,0,0,0
10.451757333,0,0,1
10.504380250,0,0,0
10.504381583,0,0,1
10.557004083,0,0,0
10.557005417,0,0,1
10.609631167,0,0,0
10.609632500,0,0,1
10.662252500,0,0,0
10.662253833,0,0,1
10.714876000,0,0,0
10.714877333,0,0,1
10.767502083,0,0,0
10.767503417,0,0,1
10.820128083,0,0,0
10.820129500,0,0,1
10.872751167,0,0,0
10.872752500,0,0,1
10.925373333,0,0,0
10.925374667,0,0,1
10.977997250,0,0,0
10.977998583,0,0,1
11.030612917,0,0,0
11.030614333,0,0,1
11.083230583,0,0,0
11.083232000,0,0,1
11.135845750,0,0,0
11.135847083,0,0,1
11.188463833,0,0,0
11.188465167,0,0,1
11.241078500,0,0,0
11.241079833,0,0,1
11.293695333,0,0,0
11.293696667,0,0,1
11.346318500,0,0,0
11.346319833,0,0,1
11.398940750,0,0,0
11.398942083,0,0,1
11.451560667,0,0,0
11.451562000,0,0,1
11.504182583,0,0,0
11.504183917,0,0,1
11.556802833,0,0,0
11.556804167,0,0,1
11.609420583,0,0,0
11.609421917,0,0,1
11.662038583,0,0,0
11.662039917,0,0,1
11.714659667,0,0,0
11.714661000,0,0,1
11.767280417,0,0,0
11.767281750,0,0,1
11.819904000,0,0,0
11.819905333,0,0,1
11.872525750,0,0,0
11.872527167,0,0,1
